Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene stable ID,Gene name,Strand
6,79406240,79406774,ENSG00000262048,,-1
19,43506719,43527230,ENSG00000105755,ETHE1,-1
7,63789909,63790098,ENSG00000227397,,1
6,79436908,79437167,ENSG00000218748,DBIP1,-1
6,31197760,31203968,ENSG00000206344,HCG27,1
7,63843314,63843505,ENSG00000236574,,1
1,228203503,228213664,ENSG00000162913,OBSCN-AS1,-1
7,63876341,63877350,ENSG00000225451,,1
7,63888200,63900794,ENSG00000236299,,-1
6,146027646,146437601,ENSG00000152822,GRM1,1
7,63893286,63894641,ENSG00000235720,GABPAP,1
1,228238241,228276066,ENSG00000269934,,-1
7,63908966,63910453,ENSG00000226342,NMD3P1,-1
7,63924787,63926306,ENSG00000227910,,-1
7,63925832,63930920,ENSG00000287588,,1
1,228295549,228303002,ENSG00000270110,,-1
7,63931141,63931968,ENSG00000213645,SLC25A1P3,1
1,228329467,228331191,ENSG00000286773,,1
7,63934449,63935331,ENSG00000233173,VN1R34P,-1
1,228357012,228368554,ENSG00000287315,,-1
7,63937905,63938509,ENSG00000231264,ARAFP1,-1
1,228384114,228385016,ENSG00000270104,,-1
7,63959844,63981477,ENSG00000284534,,-1
7,63963431,63964123,ENSG00000228660,VN1R35P,-1
7,63965834,63966124,ENSG00000230639,VN1R36P,-1
1,228393673,228406835,ENSG00000154370,TRIM11,-1
7,63980385,63981477,ENSG00000176232,,-1
7,63993904,63994006,ENSG00000278577,,1
7,40064967,40065478,ENSG00000289269,,1
19,43525497,43536130,ENSG00000176472,ZNF575,1
16,535316,535368,ENSG00000266124,MIR5587,1
16,543277,543366,ENSG00000266235,MIR3176,1
16,547185,553847,ENSG00000261691,,-1
7,39950121,40099580,ENSG00000065883,CDK13,1
16,560394,565529,ENSG00000161992,PRR35,1
16,7054233,7057043,ENSG00000289107,,1
19,47349315,47382704,ENSG00000134815,DHX34,1
16,7301605,7304662,ENSG00000287340,,-1
1,228394290,228396967,ENSG00000270094,,1
5,11027200,11027307,ENSG00000207312,RNU6-429P,1
1,228397048,228397109,ENSG00000284311,MIR6742,-1
5,138252380,138274621,ENSG00000146013,GFRA3,-1
16,5239802,7713340,ENSG00000078328,RBFOX1,1
1,228407935,228416861,ENSG00000162931,TRIM17,-1
5,140332843,140346603,ENSG00000113070,HBEGF,-1
17,50962174,51120868,ENSG00000008294,SPAG9,-1
5,151509453,151512769,ENSG00000271795,,1
5,151522087,151522148,ENSG00000276622,MIR6499,-1
12,112149360,112149472,ENSG00000200135,Y_RNA,1
5,151661096,151686975,ENSG00000113140,SPARC,-1
12,112163258,112163321,ENSG00000283793,MIR6861,-1
12,112256800,112259091,ENSG00000257494,,1
12,112267077,112267394,ENSG00000201428,RN7SKP71,1
12,112301870,112302663,ENSG00000213152,RPL7AP60,-1
12,112321759,112323089,ENSG00000257658,,1
11,102942995,102955732,ENSG00000137745,MMP13,-1
12,112160188,112382439,ENSG00000173064,HECTD4,-1
19,47403124,47419527,ENSG00000105419,MEIS3,-1
1,228449163,228449621,ENSG00000230841,RPL23AP15,-1
1,228462074,228462152,ENSG00000266174,MIR4666A,1
1,228486188,228487120,ENSG00000279306,,-1
1,228510425,228512305,ENSG00000215811,BTNL10P,-1
1,228555793,228555901,ENSG00000202056,RNA5SP19,1
1,228558296,228558339,ENSG00000251823,RNA5SP162,-1
6,146171315,146171847,ENSG00000187103,FUNDC2P3,1
6,146340420,146340524,ENSG00000222971,RNA5SP222,1
6,146364931,146365494,ENSG00000216811,,-1
6,146543833,146554953,ENSG00000118508,RAB32,1
11,694438,727727,ENSG00000177106,EPS8L2,1
5,151769783,151771508,ENSG00000275765,,-1
6,147158925,147180992,ENSG00000196634,LUADT1,1
6,147406531,147406824,ENSG00000273997,,1
6,147406889,147408281,ENSG00000220494,YAP1P1,1
5,41142116,41261438,ENSG00000039537,C6,-1
6,79201245,79234689,ENSG00000118418,HMGN3,-1
1,42658335,42676758,ENSG00000171960,PPIH,1
3,108743424,108757410,ENSG00000163515,RETNLB,-1
3,98497681,98498631,ENSG00000231861,OR5K2,1
3,38282294,38318575,ENSG00000144671,SLC22A14,1
6,29906543,29906909,ENSG00000233677,DDX39BP1,1
6,29907783,29908645,ENSG00000235963,MCCD1P1,-1
6,29925983,29926973,ENSG00000227262,HCG4B,-1
6,29926459,29929232,ENSG00000230795,HLA-K,1
6,29934101,29934286,ENSG00000228078,HLA-U,1
6,29942075,29943067,ENSG00000227766,,-1
6,29956596,29958570,ENSG00000235290,HLA-W,1
6,29970801,29972464,ENSG00000229390,MICD,-1
6,29975112,29978410,ENSG00000204625,HCG9,1
6,29976042,30061640,ENSG00000204623,POLR1HASP,-1
7,104940943,105115019,ENSG00000005483,KMT2E,1
12,7089587,7109238,ENSG00000139178,C1RL,-1
3,102099244,102479841,ENSG00000170044,ZPLD1,1
6,29993209,29993605,ENSG00000238024,DDX39BP2,1
6,29994437,29995314,ENSG00000224312,MCCD1P2,-1
6,30005971,30009956,ENSG00000290574,,1
6,30006121,30007116,ENSG00000237669,,-1
6,30006606,30009539,ENSG00000204622,HLA-J,1
4,169612633,169723673,ENSG00000109572,CLCN3,1
6,29941260,29949572,ENSG00000206503,HLA-A,1
5,40798394,40799129,ENSG00000288911,,1
5,40909492,41020216,ENSG00000112936,C7,1
19,47428017,47471893,ENSG00000118160,SLC8A2,-1
3,12514934,12561059,ENSG00000225526,MKRN2OS,-1
12,2726400,2727050,ENSG00000283587,,-1
12,2752597,2753132,ENSG00000256902,IQSEC3P1,-1
12,2761200,2775658,ENSG00000255669,,-1
3,9779967,9793011,ENSG00000171148,TADA3,-1
12,22448583,22544546,ENSG00000111731,C2CD5,-1
5,128257909,128659185,ENSG00000138829,FBN2,-1
19,47469910,47478550,ENSG00000287896,,1
19,47475150,47484265,ENSG00000118162,KPTN,-1
3,30726197,30894661,ENSG00000144644,GADL1,-1
19,47487637,47515091,ENSG00000105402,NAPA,-1
1,42678735,42681659,ENSG00000234917,,1
4,169791221,169791702,ENSG00000229204,PTGES3P3,-1
1,42682418,42703805,ENSG00000065978,YBX1,1
4,169832653,169833363,ENSG00000248625,,1
4,169849053,169867346,ENSG00000287660,,-1
4,169912705,169919663,ENSG00000288003,,1
4,169921417,169923442,ENSG00000287298,,1
4,2078998,2242276,ENSG00000290263,,-1
3,75664328,75667220,ENSG00000172969,FRG2C,1
11,1620958,1622138,ENSG00000241598,KRTAP5-4,-1
11,71581855,71603353,ENSG00000204571,KRTAP5-11,-1
11,196761,200261,ENSG00000177947,ODF3,1
4,5748084,5893086,ENSG00000072832,CRMP1,-1
3,4493345,4847506,ENSG00000150995,ITPR1,1
2,61476032,61538741,ENSG00000082898,XPO1,-1
11,236966,252984,ENSG00000185627,PSMD13,1
7,55573171,55588336,ENSG00000223475,VOPP1-DT,1
19,47487638,47489519,ENSG00000279861,,-1
7,55592074,55593193,ENSG00000233977,,1
19,47520690,47573148,ENSG00000118156,ZNF541,-1
7,55593777,55595006,ENSG00000231394,,1
17,43875357,43909711,ENSG00000108852,MPP2,-1
7,55638274,55638842,ENSG00000234844,CDC42P2,-1
1,42733093,42740254,ENSG00000164007,CLDN19,-1
7,55645620,55646951,ENSG00000235207,TUBBP6,1
7,55656768,55678490,ENSG00000231317,,-1
7,55685977,55686081,ENSG00000252857,RNU6-389P,1
7,55731100,55731403,ENSG00000275853,Metazoa_SRP,1
7,55732144,55732431,ENSG00000224971,SUMO2P3,1
7,55736779,55739605,ENSG00000237799,CICP11,1
7,55741525,55741869,ENSG00000275875,,1
5,153755382,153755680,ENSG00000242976,RN7SL177P,1
7,55743073,55743457,ENSG00000273720,,1
7,55764797,55773288,ENSG00000226278,PSPHP1,1
5,153489615,153813869,ENSG00000155511,GRIA1,1
7,55789368,55789474,ENSG00000206729,RNU6-1126P,1
7,55793540,55862755,ENSG00000154997,SEPTIN14,-1
1,42746335,42767084,ENSG00000117385,P3H1,-1
7,55797946,55798480,ENSG00000235738,,-1
7,55798034,55798876,ENSG00000225270,CICP12,1
7,55810779,55811411,ENSG00000229762,,-1
7,55876738,55877024,ENSG00000225018,,-1
19,47581023,47581321,ENSG00000276588,RN7SL322P,1
7,55877912,55878164,ENSG00000227499,,1
7,90244783,90245114,ENSG00000289836,,-1
19,38384267,38388082,ENSG00000179168,GGN,-1
7,124929873,125482966,ENSG00000224897,POT1-AS1,1
19,38385522,38386759,ENSG00000267090,,1
19,38388421,38399587,ENSG00000188766,SPRED3,1
19,52749942,52786807,ENSG00000189190,ZNF600,-1
4,5890366,5891502,ENSG00000289414,,1
4,67991684,68015768,ENSG00000229009,TMPRSS11GP,-1
4,67991812,67997487,ENSG00000290400,,-1
4,68003895,68004001,ENSG00000207428,RNU6-95P,1
4,68038544,68039647,ENSG00000227725,POLR2MP1,1
4,68049706,68050478,ENSG00000283131,MTND2P41,-1
19,52860851,52897693,ENSG00000182986,ZNF320,-1
4,68053198,68129869,ENSG00000198092,TMPRSS11F,-1
11,18455824,18479601,ENSG00000166800,LDHAL6A,1
7,134368737,134432534,ENSG00000273297,LINC03060,-1
4,68061822,68063269,ENSG00000215127,SYT14P1,-1
4,68182292,68212470,ENSG00000250426,FTLP10,1
4,68184081,68217913,ENSG00000250026,TMPRSS11BNL,-1
4,68184129,68186203,ENSG00000290407,,-1
4,68188403,68218080,ENSG00000291282,,-1
1,42775813,42776790,ENSG00000228452,C1orf50-AS1,-1
4,68226653,68245694,ENSG00000185873,TMPRSS11B,-1
7,15688378,15696892,ENSG00000229108,LINC02587,1
11,6448613,6474459,ENSG00000110171,TRIM3,-1
7,19117773,19121920,ENSG00000236536,,1
7,9082557,9189857,ENSG00000278254,,-1
19,8630633,8681151,ENSG00000268480,NFILZ,1
1,24356999,24416934,ENSG00000001460,STPG1,-1
7,49524208,49587165,ENSG00000286995,,1
7,80312574,80391474,ENSG00000232667,,-1
19,45149744,45160982,ENSG00000179846,NKPD1,-1
4,68282461,68285959,ENSG00000250642,,-1
2,230957593,230957950,ENSG00000235013,COX20P2,1
19,50927079,50927571,ENSG00000228674,PPIAP59,-1
4,68293127,68294364,ENSG00000248639,,1
2,164573741,164574054,ENSG00000277998,,1
2,164687287,164687596,ENSG00000224331,,-1
4,68300325,68302459,ENSG00000249531,,1
19,50943303,50953093,ENSG00000167754,KLK5,-1
4,68304343,68304939,ENSG00000248122,APOOP4,-1
2,164687643,164687777,ENSG00000206869,SNORA70F,-1
2,164858432,164858546,ENSG00000199508,RNA5SP110,1
4,68310387,68350090,ENSG00000083896,YTHDC1,-1
2,165747588,165794659,ENSG00000115339,GALNT3,-1
7,64574673,64614834,ENSG00000286456,,1
7,26369310,26376701,ENSG00000225792,SNX10-AS1,-1
7,19018,35497,ENSG00000282572,FAM157D,-1
12,4428155,4445815,ENSG00000111241,FGF6,-1
12,57516588,57521737,ENSG00000175197,DDIT3,-1
7,81186339,81211581,ENSG00000289996,,-1
7,98616014,98617150,ENSG00000288889,,-1
7,66493607,66495758,ENSG00000237310,LINC03011,1
11,57741491,57743554,ENSG00000211450,SELENOH,1
7,17940503,17942926,ENSG00000279048,,1
7,63900313,63925202,ENSG00000226581,LINC02848,1
19,50950185,50963649,ENSG00000269495,,1
11,46380756,46383837,ENSG00000110492,MDK,1
16,67983039,67983525,ENSG00000289991,,1
19,50958631,50969673,ENSG00000167755,KLK6,-1
16,67999046,67999758,ENSG00000289618,,1
2,165794851,165810010,ENSG00000235192,,1
1,24415802,24472976,ENSG00000001461,NIPAL3,1
2,165794857,165846091,ENSG00000229195,,-1
16,67943474,67969601,ENSG00000124067,SLC12A4,-1
2,165833048,165839098,ENSG00000232411,,-1
7,7255154,7278073,ENSG00000230825,LINC03016,1
12,110372900,110403730,ENSG00000196510,ANAPC7,-1
7,92836367,92917188,ENSG00000237819,CDK6-AS1,1
4,68376323,68376505,ENSG00000162840,MT2P1,1
7,20328289,20331781,ENSG00000271133,ITGB8-AS1,-1
4,68376551,68376665,ENSG00000289942,,1
4,68447463,68497604,ENSG00000087128,TMPRSS11E,1
7,1459912,1464707,ENSG00000225981,MICALL2-DT,1
2,165857475,165953851,ENSG00000123607,TTC21B,-1
7,122144405,122225246,ENSG00000234418,,1
5,179529592,179530726,ENSG00000290043,,-1
5,179629151,179629410,ENSG00000273549,Metazoa_SRP,1
5,148307298,148308258,ENSG00000249834,PGBD4P3,1
5,148312419,148315922,ENSG00000145879,SPINK7,1
7,23679601,23680842,ENSG00000234286,,-1
7,113118666,113119137,ENSG00000289630,,1
7,152743662,152759668,ENSG00000289146,,-1
7,42888973,42889413,ENSG00000290065,,1
7,21427548,21427960,ENSG00000290069,,1
7,39404569,39406579,ENSG00000224122,POU6F2-AS1,-1
7,38330978,38378804,ENSG00000281103,TRG-AS1,1
5,148321203,148339852,ENSG00000204909,SPINK9,1
19,50962197,50962781,ENSG00000279676,,-1
19,50976468,50984099,ENSG00000169035,KLK7,-1
4,184755595,184826818,ENSG00000151726,ACSL1,-1
11,1838981,1841680,ENSG00000130598,TNNI2,1
5,148383935,148442836,ENSG00000145868,FBXO38,1
1,24496254,24535400,ENSG00000286061,RCAN3AS,-1
7,54759313,54812727,ENSG00000234707,SEC61G-DT,1
1,24502351,24541040,ENSG00000117602,RCAN3,1
7,16970320,17299368,ENSG00000237773,,-1
11,65525077,65538704,ENSG00000142186,SCYL1,1
7,22854126,22872952,ENSG00000228649,SNHG26,1
19,39342421,39385710,ENSG00000179134,SAMD4B,1
17,42824385,42843760,ENSG00000131467,PSME3,1
12,128267170,128707911,ENSG00000181234,TMEM132C,1
12,55400529,55401467,ENSG00000205328,OR6C65,1
12,52069246,52077495,ENSG00000123395,ATG101,1
19,6729914,6737580,ENSG00000125734,GPR108,-1
7,124032126,124489572,ENSG00000242593,,1
1,24538802,24556024,ENSG00000264443,NCMAP-DT,-1
1,24556087,24609328,ENSG00000184454,NCMAP,1
12,10010627,10018796,ENSG00000256660,CLEC12B,1
1,24563627,24563974,ENSG00000227312,,1
7,38302227,38304035,ENSG00000290084,,-1
7,26398593,26497595,ENSG00000214870,LINC02981,1
1,24625411,24625513,ENSG00000239106,Y_RNA,-1
1,155335268,155563162,ENSG00000116539,ASH1L,-1
12,61708273,62279150,ENSG00000198673,TAFA2,-1
7,54330670,54455093,ENSG00000231427,LINC01445,1
7,151409161,151413354,ENSG00000243836,WDR86-AS1,1
12,111360651,111369121,ENSG00000198324,PHETA1,-1
7,36737029,36737571,ENSG00000290087,,1
7,66114830,66115240,ENSG00000290090,,-1
7,16990133,17021567,ENSG00000289189,,1
7,30516309,30595286,ENSG00000196295,GARS1-DT,-1
16,11861,13351,ENSG00000233614,DDX11L10,1
12,21264600,21419594,ENSG00000084453,SLCO1A2,-1
16,11555,14090,ENSG00000290355,DDX11L16,1
16,35478617,35479439,ENSG00000261711,FRG2DP,-1
2,201288271,201357398,ENSG00000155749,FLACC1,-1
16,35477414,35480481,ENSG00000290413,,-1
16,75226341,75228115,ENSG00000240338,,1
16,75226074,75228197,ENSG00000290455,,1
5,148389748,148390029,ENSG00000274799,Metazoa_SRP,1
5,148430159,148430807,ENSG00000251330,,-1
19,51639478,51646825,ENSG00000254415,SIGLEC14,-1
16,56635818,56636943,ENSG00000255986,MT1JP,1
5,148446042,148677235,ENSG00000164270,HTR4,-1
16,56635739,56637086,ENSG00000290662,MT1JP,1
16,56676190,56677742,ENSG00000275691,MT1IP,1
16,56676132,56677763,ENSG00000290663,,1
19,36111143,36113711,ENSG00000105261,OVOL3,1
16,21879338,21916024,ENSG00000185710,SMG1P4,-1
19,35371068,35372962,ENSG00000126251,GPR42,1
19,1228287,1238027,ENSG00000099625,CBARP,-1
7,6952438,7104482,ENSG00000287860,,-1
16,21938865,21944958,ENSG00000257408,ABCA3P1,1
16,29053732,29107445,ENSG00000260908,PLA2G10CP,-1
16,29103657,29108108,ENSG00000290677,,-1
7,131309469,131328312,ENSG00000236753,MKLN1-AS,-1
16,29465222,29465741,ENSG00000258150,,-1
16,29466069,29467265,ENSG00000279228,,1
16,29355787,29365059,ENSG00000271699,SNX29P2,1
16,30204571,30205090,ENSG00000258130,,-1
2,201377207,201451500,ENSG00000115993,TRAK2,-1
17,82458180,82490537,ENSG00000141562,NARF,1
16,30205418,30206614,ENSG00000278887,,1
11,118606440,118658031,ENSG00000019144,PHLDB1,1
16,70010751,70065776,ENSG00000255185,PDXDC2P,-1
6,160666228,160676523,ENSG00000243831,,-1
6,160698288,160700632,ENSG00000224477,,1
6,160742509,160767490,ENSG00000287558,,-1
6,160755398,160757518,ENSG00000276960,,-1
6,160773988,160783214,ENSG00000274903,,1
16,31563082,31564783,ENSG00000261741,FRG2KP,-1
6,160702194,160754097,ENSG00000122194,PLG,1
19,52904415,52923470,ENSG00000213793,ZNF888,-1
16,2616453,2642432,ENSG00000205918,PDPK2P,-1
19,54094668,54102692,ENSG00000170909,OSCAR,-1
16,90043914,90047597,ENSG00000222019,URAHP,-1
7,143379683,143381036,ENSG00000232533,FAM131B-AS2,-1
16,90094023,90096188,ENSG00000261812,TUBB8P7,1
7,74058905,74062287,ENSG00000232415,ELN-AS1,-1
7,55179750,55188977,ENSG00000224057,EGFR-AS1,-1
16,1261422,1262997,ENSG00000196364,PRSS29P,-1
7,101302767,101304578,ENSG00000288749,,1
16,32152111,32187070,ENSG00000230267,HERC2P4,-1
7,66654513,66685692,ENSG00000226824,,1
6,70856679,70957060,ENSG00000112309,B3GAT2,-1
7,112953282,112995696,ENSG00000234520,HRAT17,-1
16,22429796,22435812,ENSG00000257122,RRN3P3,-1
6,32968594,32981505,ENSG00000204256,BRD2,1
16,22418672,22437715,ENSG00000290865,RRN3P3,-1
12,92702843,92772455,ENSG00000187510,PLEKHG7,1
1,32170733,32176568,ENSG00000250135,,1
16,22546964,22576682,ENSG00000257838,OTOAP1,1
1,32179675,32198285,ENSG00000084652,TXLNA,1
5,148644687,148646390,ENSG00000253297,,-1
16,22545698,22576865,ENSG00000290866,OTOAP1,1
2,201387858,201480846,ENSG00000082146,STRADB,1
5,170307722,170335508,ENSG00000235172,LINC01366,1
16,74332567,74360859,ENSG00000214331,PDPR2P,-1
5,170229104,170252575,ENSG00000234511,C5orf58,1
12,122983480,123151090,ENSG00000090975,PITPNM2,-1
16,74332402,74368240,ENSG00000290890,,-1
5,127703361,127941507,ENSG00000230561,CCDC192,1
7,95396497,95398152,ENSG00000290101,,1
7,44983019,44986961,ENSG00000232956,SNHG15,-1
19,38403093,38409088,ENSG00000130244,FAM98C,1
5,114055926,114496500,ENSG00000080709,KCNN2,1
4,184843296,184855751,ENSG00000251230,MIR3945HG,-1
16,14820792,14824669,ENSG00000255277,ABCC6P2,-1
1,32204769,32206814,ENSG00000224066,,-1
16,14822432,14824702,ENSG00000290943,ABCC6P2,-1
4,184892858,184899553,ENSG00000249173,LINC01093,-1
16,31975803,32004957,ENSG00000260628,,1
1,32205671,32208682,ENSG00000160051,IQCC,1
16,32742353,32775368,ENSG00000260644,HERC2P5,1
1,32247222,32248856,ENSG00000183615,FAM167B,1
2,201410544,201413308,ENSG00000213090,SCYL2P1,-1
2,201423513,201423604,ENSG00000202008,Y_RNA,1
1,32269338,32269597,ENSG00000277617,Metazoa_SRP,-1
5,114253513,114253754,ENSG00000222706,RN7SKP89,1
1,32286452,32286561,ENSG00000252450,Y_RNA,-1
5,114576041,114579970,ENSG00000251542,LINC01957,1
2,201487421,201619178,ENSG00000155754,C2CD6,-1
16,32878706,32885501,ENSG00000214617,SLC6A10P,-1
1,32292083,32333635,ENSG00000116478,HDAC1,1
5,75511845,75609991,ENSG00000122008,POLK,1
4,184894400,184973585,ENSG00000289197,,1
4,154523487,154524807,ENSG00000250609,,1
7,64947571,64950724,ENSG00000286342,,1
19,11131520,11155807,ENSG00000161888,SPC24,-1
4,154535005,154550400,ENSG00000171566,PLRG1,-1
7,100837314,100852637,ENSG00000236305,SLC12A9-AS1,-1
16,33095029,33128086,ENSG00000261599,HERC2P8,-1
7,30717705,30727310,ENSG00000290103,,-1
7,35200166,35202371,ENSG00000288947,,-1
7,10207670,10239863,ENSG00000286639,,-1
7,95035731,95214338,ENSG00000236197,PPP1R9A-AS1,-1
12,10170542,10191804,ENSG00000165685,TMEM52B,1
7,1570073,1589626,ENSG00000230487,PSMG3-AS1,1
19,50906351,50911395,ENSG00000167749,KLK4,-1
16,30267553,30335054,ENSG00000183604,SMG1P5,-1
17,1633858,1645744,ENSG00000074660,SCARF1,-1
16,75499788,75505283,ENSG00000262583,TMEM231P1,-1
12,100203669,100267079,ENSG00000166153,DEPDC4,-1
16,75501693,75517335,ENSG00000291051,,-1
7,87322943,87345560,ENSG00000182165,TP53TG1,-1
16,22437401,22491826,ENSG00000237296,SMG1P1,1
19,50968193,51012129,ENSG00000267879,,1
2,201549631,201550307,ENSG00000234842,MTCO2P16,1
2,201550524,201551049,ENSG00000224299,MTATP6P16,1
2,201552859,201553612,ENSG00000227736,MTCO3P16,1
1,32333839,32336233,ENSG00000175130,MARCKSL1,-1
19,50996018,51009581,ENSG00000269741,,-1
2,201553688,201554031,ENSG00000224590,MTND3P16,1
2,201554096,201554390,ENSG00000234731,MTND4LP16,1
2,201554384,201556051,ENSG00000249177,MTND4P29,1
2,201556892,201558265,ENSG00000227841,MTND5P31,1
1,32349194,32350663,ENSG00000233775,,-1
2,201621646,201623430,ENSG00000241790,ENO1P4,-1
19,35435765,35436509,ENSG00000288731,,-1
1,32351521,32364312,ENSG00000162526,TSSK3,1
19,37235507,37304395,ENSG00000267605,,-1
2,201643398,201645990,ENSG00000287133,,1
16,22437008,22492220,ENSG00000291060,,1
7,45187005,45192619,ENSG00000289251,,-1
7,149495204,149496224,ENSG00000288997,,1
7,3083252,3118049,ENSG00000228334,,-1
7,142716831,142719234,ENSG00000288882,,1
7,143407784,143523449,ENSG00000229153,EPHA1-AS1,1
12,6310436,6328506,ENSG00000008323,PLEKHG6,1
19,29287011,29525752,ENSG00000264515,VSTM2B-DT,-1
4,154543933,154544037,ENSG00000200350,RNU6-1285P,-1
4,154555208,154555985,ENSG00000248611,,1
7,145615942,145681425,ENSG00000230746,,-1
2,201644870,201698694,ENSG00000082126,MPP4,-1
4,154563011,154572807,ENSG00000171564,FGB,1
7,106448382,106449349,ENSG00000290116,,-1
19,3932493,3951407,ENSG00000289254,,-1
1,110362851,110391082,ENSG00000168679,SLC16A4,-1
7,101014319,101017665,ENSG00000227053,MUC12-AS1,-1
19,39402842,39404200,ENSG00000288919,,1
19,32206057,32222484,ENSG00000288790,,1
7,50866747,51022990,ENSG00000228204,,1
19,43328989,43331544,ENSG00000231412,LINC03078,-1
19,16283820,16284208,ENSG00000289333,,1
7,50935350,50935493,ENSG00000201133,,-1
19,42075535,42075815,ENSG00000289115,,-1
19,29715305,29716067,ENSG00000289030,,1
19,6062598,6077120,ENSG00000267262,,1
7,51016212,51316818,ENSG00000106078,COBL,-1
19,36014493,36045972,ENSG00000267698,,1
19,44103007,44113183,ENSG00000186019,ZNF225-AS1,-1
19,16472194,16472656,ENSG00000289330,,1
19,47349355,47350224,ENSG00000288827,,1
19,23399097,23416075,ENSG00000269416,LINC01224,-1
17,40019097,40061215,ENSG00000008838,MED24,-1
6,131217724,131443800,ENSG00000290067,,-1
6,131294417,131295770,ENSG00000289262,,1
16,21797750,21820384,ENSG00000248124,RRN3P1,-1
19,20636211,20637038,ENSG00000288815,,-1
19,39528308,39528847,ENSG00000288770,,-1
6,131135467,131283535,ENSG00000118507,AKAP7,1
19,39125770,39182816,ENSG00000130669,PAK4,1
16,21447078,21501886,ENSG00000180747,SMG1P3,-1
11,76186325,76210736,ENSG00000085741,WNT11,-1
4,154583126,154590742,ENSG00000171560,FGA,-1
16,21446683,21520444,ENSG00000291073,,-1
16,56643725,56644765,ENSG00000205361,MT1DP,1
11,72216601,72221950,ENSG00000165457,FOLR2,1
16,56643610,56644942,ENSG00000291095,,1
6,31158331,31167159,ENSG00000137310,TCF19,1
16,53364982,53373083,ENSG00000260078,MPHOSPH10P1,-1
4,154604134,154612967,ENSG00000171557,FGG,-1
16,56617563,56618680,ENSG00000260549,MT1L,1
16,56617423,56618832,ENSG00000291105,,1
16,55760642,55793960,ENSG00000228695,CES1P1,1
12,104801801,104958744,ENSG00000136052,SLC41A2,-1
19,54497879,54510687,ENSG00000167618,LAIR2,1
6,149749444,149811420,ENSG00000120265,PCMT1,1
16,55760516,55794158,ENSG00000291109,CES1P1,1
5,95646777,95684773,ENSG00000175449,RFESD,1
19,54521723,54522031,ENSG00000213016,,1
19,54551970,54552256,ENSG00000235181,,1
1,110370154,110373003,ENSG00000273373,SLC16A4-AS1,1
19,54572920,54590287,ENSG00000239998,LILRA2,1
1,156484098,156484210,ENSG00000206651,Y_RNA,-1
16,25031881,25058109,ENSG00000262587,,1
16,25031695,25032777,ENSG00000291179,,1
12,107610034,107617721,ENSG00000257579,,-1
1,110401249,110407942,ENSG00000134248,LAMTOR5,-1
16,29113050,29116326,ENSG00000284649,,1
12,107650789,107650892,ENSG00000222160,Y_RNA,1
16,29114717,29217860,ENSG00000291188,,1
12,107685799,107713162,ENSG00000136045,PWP1,1
16,70219870,70246610,ENSG00000261556,SMG1P7,-1
6,43770184,43786487,ENSG00000112715,VEGFA,1
16,2603474,2614071,ENSG00000215154,,1
5,95652181,95698711,ENSG00000145757,SPATA9,-1
16,29709156,29709328,ENSG00000289181,,1
11,57338352,57372396,ENSG00000109991,P2RX3,1
16,29806106,29811164,ENSG00000103495,MAZ,1
4,154605952,154606077,ENSG00000287770,,-1
4,122826682,122898236,ENSG00000138685,FGF2,1
1,28689665,28689794,ENSG00000252777,,1
4,1574055,1580527,ENSG00000244459,,-1
1,28736621,28769775,ENSG00000198492,YTHDF2,1
4,1793293,1808872,ENSG00000068078,FGFR3,1
5,95701249,95732295,ENSG00000250240,,-1
7,51259429,51260167,ENSG00000231490,RPL7L1P2,-1
5,95713522,95824383,ENSG00000164292,RHOBTB3,1
7,51327615,51353149,ENSG00000288798,,1
7,51382284,51384660,ENSG00000227233,CICP17,1
7,51386363,51387101,ENSG00000228897,,-1
7,51388430,51389114,ENSG00000227080,,-1
11,72223701,72239147,ENSG00000165458,INPPL1,1
7,99684957,99735102,ENSG00000282301,CYP3A7-CYP3A51P,-1
12,107719599,107720133,ENSG00000240441,RPL17P38,1
19,54589441,54590287,ENSG00000269271,,1
19,54593582,54602381,ENSG00000104974,LILRA1,1
12,107732871,107761272,ENSG00000110851,PRDM4,-1
1,28870483,28877336,ENSG00000233427,,-1
1,28881726,28881835,ENSG00000199756,Y_RNA,-1
1,28982278,28982608,ENSG00000225616,,-1
1,28985710,28985810,ENSG00000206704,Y_RNA,1
1,29041199,29041480,ENSG00000277958,Metazoa_SRP,1
1,29119429,29123903,ENSG00000253304,TMEM200B,-1
1,29144494,29146994,ENSG00000225750,,-1
1,29171285,29171453,ENSG00000277916,,-1
1,29192657,29230942,ENSG00000116353,MECR,-1
7,99876062,99877033,ENSG00000244623,OR2AE1,-1
5,95751319,95822726,ENSG00000173221,GLRX,-1
7,107563971,107623317,ENSG00000288558,DUS4L-BCAP29,1
4,1166932,1208962,ENSG00000159674,SPON2,-1
12,107736555,107759968,ENSG00000258136,PRDM4-AS1,1
19,54607870,54608376,ENSG00000238094,,1
12,107809483,107864562,ENSG00000257398,,-1
19,54617158,54638022,ENSG00000104972,LILRB1,1
16,3263743,3269151,ENSG00000281005,LINC00921,1
7,107579557,107580057,ENSG00000272854,,-1
12,107887730,107889886,ENSG00000257392,,1
2,201646716,201646820,ENSG00000222972,RNU6-651P,1
16,3263800,3291029,ENSG00000290183,,1
12,107899638,107899815,ENSG00000257426,,1
7,107580246,107629170,ENSG00000075790,BCAP29,1
